entity_id,entity_type,district,weather,temperature,timestamp,peak_hour,energy_consumed_kwh,energy_generated_kwh,grid_usage_kwh,energy_price,carbon_emission_kg,anomaly
2961,Apartment,District-C,Cloudy,19,2026-06-05 19:55:41,Yes,26.21,9.94,16.27,0.19,7.32,No
2962,Factory,District-C,Rainy,19,2026-05-23 02:55:41,No,1949.31,90.71,1858.6,0.17,836.37,No
2963,Factory,District-A,Rainy,19,2026-05-23 23:55:41,No,763.84,349.04,414.8,0.25,186.66,No
2964,Apartment,District-D,Sunny,36,2026-05-09 16:55:41,No,72.4,39.46,32.94,0.17,14.82,No
2965,House,District-C,Windy,17,2026-05-20 22:55:41,Yes,24.3,14.22,10.08,0.23,4.54,No
2966,House,District-A,Rainy,40,2026-05-09 20:55:41,Yes,50.82,27.43,23.39,0.25,10.53,No
2967,School,District-A,Cloudy,34,2026-06-02 15:55:41,No,252.51,76.1,176.41,0.22,79.38,No
2968,House,District-D,Rainy,30,2026-05-23 17:55:41,Yes,18.25,10.32,7.93,0.22,3.57,No
2969,SolarFarm,District-E,Windy,24,2026-05-31 18:55:41,Yes,385.74,5756.86,0,0.16,0.0,No
2970,Office,District-C,Rainy,19,2026-05-23 01:55:41,No,239.15,84.96,154.19,0.24,69.39,No
2971,House,District-A,Sunny,15,2026-05-29 13:55:41,No,7.55,3.96,3.59,0.2,1.62,No
2972,Hospital,District-A,Windy,27,2026-05-09 10:55:41,Yes,1071.65,71.45,1000.2,0.27,450.09,No
2973,Office,District-D,Windy,33,2026-05-09 21:55:41,Yes,275.32,129.32,146.0,0.31,65.7,No
2974,Apartment,District-E,Windy,32,2026-05-20 19:55:41,Yes,92.73,49.82,42.91,0.33,19.31,No
2975,Office,District-D,Cloudy,28,2026-05-16 13:55:41,No,168.83,32.09,136.74,0.35,61.53,No
2976,Factory,District-E,Sunny,27,2026-05-09 19:55:41,Yes,2259.25,415.17,1844.08,0.23,829.84,Yes
2977,SolarFarm,District-E,Cloudy,17,2026-05-31 12:55:41,No,399.7,5768.32,0,0.18,0.0,No
2978,House,District-A,Sunny,42,2026-05-08 07:55:41,Yes,29.06,1.22,27.84,0.3,12.53,No
2979,Hospital,District-C,Cloudy,23,2026-05-21 09:55:41,Yes,1189.4,337.37,852.03,0.23,383.41,No
2980,House,District-C,Windy,21,2026-05-14 18:55:41,Yes,30.35,11.55,18.8,0.25,8.46,No
2981,Hospital,District-C,Windy,42,2026-05-08 12:55:41,No,894.02,520.41,373.61,0.29,168.12,No
2982,Apartment,District-C,Sunny,44,2026-05-26 11:55:41,No,65.1,27.87,37.23,0.22,16.75,No
2983,University,District-C,Rainy,25,2026-05-20 04:55:41,No,381.98,106.25,275.73,0.33,124.08,No
2984,House,District-D,Sunny,38,2026-05-16 04:55:41,No,12.21,2.75,9.46,0.26,4.26,No
2985,University,District-A,Sunny,34,2026-05-11 15:55:41,No,427.32,198.38,228.94,0.39,103.02,No
2986,Factory,District-E,Sunny,44,2026-05-17 21:55:41,Yes,2933.16,1423.11,1510.05,0.17,679.52,No
2987,Office,District-C,Rainy,27,2026-06-02 11:55:41,No,311.6,104.7,206.9,0.39,93.11,No
2988,Office,District-A,Sunny,24,2026-05-27 01:55:41,No,129.54,66.55,62.99,0.16,28.35,No
2989,Office,District-D,Sunny,29,2026-05-18 19:55:41,Yes,231.06,122.04,109.02,0.16,49.06,No
2990,Apartment,District-D,Sunny,35,2026-06-03 15:55:41,No,49.99,26.34,23.65,0.31,10.64,No
2991,University,District-A,Windy,27,2026-06-06 00:55:41,No,476.45,178.79,297.66,0.38,133.95,No
2992,Office,District-D,Rainy,17,2026-05-10 06:55:41,No,387.86,10.29,377.57,0.34,169.91,No
2993,Apartment,District-C,Rainy,25,2026-06-06 03:55:41,No,58.11,6.52,51.59,0.31,23.22,No
2994,Factory,District-A,Rainy,19,2026-05-20 05:55:41,No,3198.34,698.71,2499.63,0.29,1124.83,No
2995,Apartment,District-D,Sunny,40,2026-05-25 22:55:41,Yes,39.8,18.34,21.46,0.26,9.66,No
2996,Factory,District-B,Sunny,35,2026-05-27 12:55:41,No,2951.2,2.73,2948.47,0.16,1326.81,No
2997,House,District-C,Windy,44,2026-06-03 03:55:41,No,34.63,8.9,25.73,0.22,11.58,No
2998,SolarFarm,District-B,Sunny,26,2026-05-10 17:55:41,Yes,314.45,5036.39,0,0.38,0.0,No
2999,Apartment,District-A,Cloudy,26,2026-05-27 02:55:41,No,53.36,9.23,44.13,0.3,19.86,No
3000,University,District-B,Rainy,26,2026-05-08 10:55:41,Yes,397.73,86.06,311.67,0.28,140.25,No
3001,Office,District-D,Sunny,37,2026-05-24 18:55:41,Yes,464.71,221.32,243.39,0.19,109.53,No
3002,SolarFarm,District-D,Sunny,16,2026-05-23 11:55:41,No,389.91,8035.25,0,0.21,0.0,No
3003,SolarFarm,District-B,Rainy,38,2026-05-12 19:55:41,Yes,539.08,1396.5,0,0.19,0.0,No
3004,Hospital,District-B,Rainy,41,2026-05-17 13:55:41,No,951.95,260.18,691.77,0.29,311.3,No
3005,University,District-E,Rainy,30,2026-05-26 07:55:41,Yes,618.82,205.5,413.32,0.21,185.99,No
3006,Apartment,District-B,Rainy,20,2026-05-12 13:55:41,No,57.22,12.75,44.47,0.36,20.01,No
3007,Hospital,District-D,Rainy,15,2026-05-16 23:55:41,No,926.18,301.98,624.2,0.31,280.89,No
3008,Apartment,District-E,Windy,32,2026-05-22 21:55:41,Yes,47.31,15.92,31.39,0.28,14.13,No
3009,Hospital,District-B,Sunny,44,2026-05-23 09:55:41,Yes,719.86,239.78,480.08,0.38,216.04,No
3010,Hospital,District-E,Cloudy,27,2026-05-23 14:55:41,No,474.96,137.8,337.16,0.26,151.72,No
3011,SolarFarm,District-E,Windy,35,2026-05-26 22:55:41,Yes,340.59,2132.44,0,0.16,0.0,No
3012,School,District-E,Rainy,37,2026-05-13 19:55:41,Yes,147.18,11.24,135.94,0.33,61.17,No
3013,House,District-B,Cloudy,35,2026-05-11 12:55:41,No,9.32,0.53,8.79,0.28,3.96,No
3014,Hospital,District-B,Sunny,25,2026-06-04 14:55:41,No,902.26,65.65,836.61,0.18,376.47,No
3015,University,District-B,Sunny,41,2026-05-16 01:55:41,No,359.7,117.9,241.8,0.36,108.81,No
3016,Apartment,District-B,Windy,16,2026-05-28 09:55:41,Yes,77.22,8.78,68.44,0.31,30.8,No
3017,Apartment,District-E,Cloudy,28,2026-05-21 13:55:41,No,64.0,3.46,60.54,0.31,27.24,No
3018,Hospital,District-E,Windy,32,2026-05-08 21:55:41,Yes,721.23,311.77,409.46,0.21,184.26,No
3019,Hospital,District-C,Windy,36,2026-05-25 18:55:41,Yes,943.61,264.67,678.94,0.38,305.52,No
3020,University,District-E,Sunny,40,2026-05-12 05:55:41,No,294.29,129.32,164.97,0.28,74.24,No
3021,SolarFarm,District-A,Rainy,44,2026-05-19 11:55:41,No,355.4,1374.78,0,0.17,0.0,No
3022,House,District-E,Cloudy,19,2026-05-12 11:55:41,No,10.48,4.45,6.03,0.38,2.71,Yes
3023,Factory,District-B,Rainy,21,2026-05-09 12:55:41,No,2580.37,1086.31,1494.06,0.2,672.33,No
3024,Factory,District-E,Rainy,38,2026-05-14 10:55:41,Yes,4092.18,2119.18,1973.0,0.22,887.85,No
3025,University,District-D,Sunny,31,2026-05-24 16:55:41,No,411.76,108.14,303.62,0.29,136.63,No
3026,SolarFarm,District-D,Sunny,23,2026-05-08 03:55:41,No,210.31,2108.15,0,0.32,0.0,No
3027,Office,District-D,Cloudy,35,2026-06-04 15:55:41,No,389.97,217.24,172.73,0.32,77.73,No
3028,Hospital,District-B,Sunny,39,2026-05-31 11:55:41,No,479.28,181.76,297.52,0.36,133.88,No
3029,House,District-A,Cloudy,27,2026-05-15 01:55:41,No,30.01,17.87,12.14,0.38,5.46,No
3030,Apartment,District-D,Rainy,18,2026-06-05 13:55:41,No,25.55,13.03,12.52,0.32,5.63,No
3031,SolarFarm,District-A,Rainy,35,2026-05-27 09:55:41,Yes,415.95,2748.22,0,0.21,0.0,No
3032,Apartment,District-B,Sunny,24,2026-05-12 02:55:41,No,66.04,33.67,32.37,0.37,14.57,No
3033,SolarFarm,District-D,Windy,20,2026-05-17 22:55:41,Yes,427.56,5221.02,0,0.22,0.0,No
3034,School,District-B,Windy,15,2026-05-23 22:55:41,Yes,300.27,14.59,285.68,0.25,128.56,No
3035,Factory,District-D,Cloudy,42,2026-05-17 06:55:41,No,1718.5,930.46,788.04,0.28,354.62,No
3036,Office,District-C,Sunny,28,2026-05-07 12:55:41,No,141.7,12.56,129.14,0.4,58.11,No
3037,Office,District-D,Cloudy,37,2026-05-29 23:55:41,No,123.92,63.96,59.96,0.39,26.98,No
3038,University,District-C,Rainy,29,2026-05-18 02:55:41,No,413.13,216.62,196.51,0.39,88.43,No
3039,Office,District-A,Rainy,15,2026-05-23 19:55:41,Yes,148.47,76.27,72.2,0.31,32.49,No
3040,Office,District-C,Windy,40,2026-05-27 06:55:41,No,251.05,4.6,246.45,0.29,110.9,No
3041,School,District-C,Windy,18,2026-05-17 13:55:41,No,205.56,24.91,180.65,0.27,81.29,No
3042,Hospital,District-D,Windy,31,2026-06-03 13:55:41,No,764.05,210.65,553.4,0.22,249.03,No
3043,Hospital,District-D,Windy,43,2026-05-17 02:55:41,No,338.78,73.31,265.47,0.35,119.46,No
3044,Office,District-D,Sunny,26,2026-05-21 21:55:41,Yes,228.29,55.53,172.76,0.35,77.74,No
3045,Apartment,District-B,Cloudy,19,2026-05-17 22:55:41,Yes,25.89,10.72,15.17,0.17,6.83,No
3046,Office,District-B,Rainy,33,2026-06-06 02:55:41,No,205.49,73.09,132.4,0.31,59.58,No
3047,Office,District-C,Sunny,44,2026-05-13 00:55:41,No,399.64,98.59,301.05,0.25,135.47,No
3048,House,District-A,Cloudy,21,2026-05-14 15:55:41,No,14.39,1.5,12.89,0.34,5.8,No
3049,University,District-C,Cloudy,26,2026-05-29 13:55:41,No,250.34,75.26,175.08,0.24,78.79,No
3050,SolarFarm,District-E,Rainy,19,2026-05-14 10:55:41,Yes,682.95,1962.33,0,0.15,0.0,No
3051,SolarFarm,District-C,Cloudy,16,2026-05-18 04:55:41,No,324.59,5637.54,0,0.21,0.0,No
3052,Hospital,District-B,Windy,35,2026-05-10 18:55:41,Yes,995.4,503.19,492.21,0.23,221.49,No
3053,Factory,District-E,Windy,23,2026-05-08 15:55:41,No,1218.2,87.94,1130.26,0.17,508.62,No
3054,Factory,District-A,Windy,41,2026-05-12 10:55:41,Yes,2738.88,1362.21,1376.67,0.16,619.5,No
3055,University,District-A,Sunny,30,2026-05-12 03:55:41,No,400.52,180.39,220.13,0.28,99.06,No
3056,University,District-B,Sunny,15,2026-05-27 13:55:41,No,398.15,28.7,369.45,0.24,166.25,No
3057,Apartment,District-C,Windy,33,2026-05-23 19:55:41,Yes,67.5,4.27,63.23,0.4,28.45,No
3058,University,District-D,Rainy,24,2026-06-04 02:55:41,No,318.98,185.96,133.02,0.21,59.86,No
3059,Hospital,District-D,Sunny,44,2026-06-01 08:55:41,Yes,654.61,194.97,459.64,0.36,206.84,No
3060,Office,District-E,Rainy,23,2026-05-25 17:55:41,Yes,358.96,81.58,277.38,0.33,124.82,No
3061,Factory,District-B,Windy,17,2026-05-27 23:55:41,No,1206.44,669.82,536.62,0.18,241.48,No
3062,University,District-B,Windy,23,2026-05-12 20:55:41,Yes,463.15,113.69,349.46,0.32,157.26,No
3063,Hospital,District-A,Cloudy,18,2026-06-04 21:55:41,Yes,1136.8,543.24,593.56,0.35,267.1,No
3064,Apartment,District-D,Sunny,19,2026-05-24 20:55:41,Yes,91.06,33.36,57.7,0.3,25.97,No
3065,House,District-D,Sunny,26,2026-05-21 12:55:41,No,39.61,21.26,18.35,0.37,8.26,No
3066,University,District-E,Windy,39,2026-05-25 10:55:41,Yes,577.01,58.99,518.02,0.26,233.11,No
3067,Office,District-C,Windy,38,2026-05-14 01:55:41,No,117.42,24.02,93.4,0.28,42.03,No
3068,University,District-A,Windy,32,2026-05-15 12:55:41,No,396.0,72.37,323.63,0.17,145.63,No
3069,School,District-C,Windy,18,2026-05-29 04:55:41,No,245.85,114.81,131.04,0.23,58.97,No
3070,Apartment,District-A,Windy,29,2026-05-22 14:55:41,No,40.28,22.05,18.23,0.27,8.2,No
3071,University,District-A,Cloudy,34,2026-05-13 01:55:41,No,213.01,10.26,202.75,0.2,91.24,No
3072,Apartment,District-E,Rainy,41,2026-05-21 22:55:41,Yes,98.57,31.17,67.4,0.34,30.33,No
3073,University,District-A,Windy,31,2026-06-05 02:55:41,No,435.63,222.68,212.95,0.24,95.83,No
3074,Factory,District-E,Rainy,43,2026-05-24 07:55:41,Yes,2562.82,1333.48,1229.34,0.4,553.2,No
3075,SolarFarm,District-E,Rainy,19,2026-05-12 05:55:41,No,126.68,1646.88,0,0.25,0.0,No
3076,Apartment,District-E,Cloudy,31,2026-05-11 19:55:41,Yes,92.93,17.64,75.29,0.25,33.88,No
3077,Factory,District-A,Rainy,44,2026-05-16 20:55:41,Yes,3240.6,1887.24,1353.36,0.2,609.01,No
3078,Apartment,District-B,Rainy,39,2026-05-31 13:55:41,No,50.74,12.08,38.66,0.3,17.4,No
3079,House,District-E,Cloudy,36,2026-05-24 18:55:41,Yes,36.51,3.76,32.75,0.34,14.74,No
3080,Office,District-A,Windy,27,2026-05-30 21:55:41,Yes,463.65,264.72,198.93,0.24,89.52,No
3081,Apartment,District-D,Sunny,32,2026-05-25 07:55:41,Yes,34.94,0.83,34.11,0.32,15.35,No
3082,Factory,District-D,Sunny,44,2026-05-07 11:55:41,No,1580.23,228.16,1352.07,0.38,608.43,No
3083,Office,District-C,Sunny,45,2026-05-20 11:55:41,No,294.02,109.86,184.16,0.36,82.87,Yes
3084,University,District-E,Cloudy,17,2026-05-31 22:55:41,Yes,396.34,183.27,213.07,0.15,95.88,No
3085,Factory,District-B,Windy,19,2026-05-21 22:55:41,Yes,786.64,364.03,422.61,0.31,190.17,No
3086,Hospital,District-B,Windy,28,2026-05-21 13:55:41,No,557.23,129.83,427.4,0.33,192.33,Yes
3087,Office,District-E,Rainy,35,2026-05-29 03:55:41,No,219.94,49.43,170.51,0.25,76.73,No
3088,House,District-E,Sunny,16,2026-05-14 09:55:41,Yes,42.49,20.06,22.43,0.35,10.09,No
3089,House,District-E,Cloudy,32,2026-05-21 01:55:41,No,21.68,1.39,20.29,0.22,9.13,No
3090,University,District-D,Cloudy,26,2026-05-22 14:55:41,No,391.24,233.72,157.52,0.38,70.88,No
3091,Hospital,District-E,Rainy,35,2026-05-12 10:55:41,Yes,632.47,69.68,562.79,0.28,253.26,No
3092,Office,District-E,Sunny,26,2026-05-07 20:55:41,Yes,169.88,87.37,82.51,0.18,37.13,No
3093,SolarFarm,District-A,Rainy,41,2026-05-25 11:55:41,No,392.06,1710.11,0,0.36,0.0,No
3094,SolarFarm,District-C,Cloudy,37,2026-05-16 17:55:41,Yes,212.96,5085.86,0,0.24,0.0,No
3095,Apartment,District-B,Windy,19,2026-05-21 12:55:41,No,29.22,9.18,20.04,0.16,9.02,No
3096,House,District-B,Sunny,37,2026-05-24 23:55:41,No,6.3,2.77,3.53,0.26,1.59,No
3097,Hospital,District-C,Windy,30,2026-06-03 18:55:41,Yes,675.97,348.79,327.18,0.36,147.23,No
3098,House,District-E,Windy,21,2026-05-07 15:55:41,No,39.68,1.32,38.36,0.38,17.26,No
3099,School,District-A,Rainy,24,2026-05-22 08:55:41,Yes,197.49,117.53,79.96,0.37,35.98,No
3100,Factory,District-C,Cloudy,21,2026-06-02 00:55:41,No,1693.3,671.54,1021.76,0.27,459.79,No
3101,Apartment,District-E,Sunny,36,2026-05-10 02:55:41,No,45.97,1.91,44.06,0.31,19.83,No
3102,Office,District-A,Sunny,19,2026-05-19 09:55:41,Yes,435.77,22.66,413.11,0.22,185.9,No
3103,Office,District-D,Rainy,42,2026-05-18 13:55:41,No,177.27,41.73,135.54,0.36,60.99,No
3104,Office,District-D,Sunny,36,2026-05-27 19:55:41,Yes,276.49,21.26,255.23,0.22,114.85,No
3105,University,District-C,Cloudy,18,2026-05-27 11:55:41,No,361.8,178.53,183.27,0.38,82.47,No
3106,Office,District-A,Sunny,24,2026-05-26 20:55:41,Yes,480.12,172.1,308.02,0.3,138.61,No
3107,Office,District-E,Rainy,18,2026-05-07 10:55:41,Yes,482.08,59.12,422.96,0.33,190.33,No
3108,University,District-C,Sunny,32,2026-05-23 20:55:41,Yes,378.9,17.09,361.81,0.38,162.81,No
3109,University,District-C,Cloudy,31,2026-05-18 03:55:41,No,439.52,123.55,315.97,0.35,142.19,No
3110,School,District-D,Rainy,30,2026-05-16 02:55:41,No,189.65,26.66,162.99,0.29,73.35,No
3111,School,District-A,Sunny,22,2026-05-14 20:55:41,Yes,135.62,48.91,86.71,0.39,39.02,No
3112,SolarFarm,District-E,Windy,34,2026-05-20 03:55:41,No,193.12,1306.12,0,0.22,0.0,No
3113,School,District-E,Cloudy,21,2026-05-31 23:55:41,No,115.15,54.22,60.93,0.32,27.42,No
3114,SolarFarm,District-E,Rainy,16,2026-06-03 23:55:41,No,219.02,1568.29,0,0.37,0.0,No
3115,University,District-E,Windy,17,2026-05-29 14:55:41,No,436.62,213.69,222.93,0.34,100.32,No
3116,House,District-B,Cloudy,18,2026-05-15 12:55:41,No,36.95,15.61,21.34,0.27,9.6,No
3117,Hospital,District-E,Cloudy,45,2026-05-31 18:55:41,Yes,561.71,297.41,264.3,0.23,118.94,No
3118,University,District-D,Cloudy,18,2026-05-18 08:55:41,Yes,517.96,13.23,504.73,0.37,227.13,No
3119,SolarFarm,District-C,Cloudy,27,2026-05-16 05:55:41,No,289.16,3276.18,0,0.38,0.0,No
3120,Hospital,District-D,Sunny,45,2026-05-14 05:55:41,No,840.46,432.93,407.53,0.32,183.39,No
3121,School,District-A,Rainy,42,2026-05-30 22:55:41,Yes,251.84,150.83,101.01,0.22,45.45,No
3122,Office,District-B,Sunny,17,2026-05-10 01:55:41,No,238.02,16.11,221.91,0.33,99.86,No
3123,Office,District-B,Sunny,42,2026-05-30 19:55:41,Yes,191.66,69.74,121.92,0.28,54.86,No
3124,University,District-D,Cloudy,44,2026-05-19 22:55:41,Yes,547.15,104.45,442.7,0.32,199.22,No
3125,Apartment,District-B,Cloudy,16,2026-05-15 09:55:41,Yes,40.03,22.7,17.33,0.38,7.8,No
3126,School,District-A,Cloudy,19,2026-05-11 21:55:41,Yes,150.65,88.32,62.33,0.2,28.05,No
3127,Hospital,District-A,Sunny,33,2026-05-22 05:55:41,No,441.99,165.69,276.3,0.29,124.34,No
3128,Factory,District-D,Rainy,19,2026-05-24 12:55:41,No,2115.78,814.3,1301.48,0.34,585.67,No
3129,Hospital,District-B,Rainy,15,2026-05-24 20:55:41,Yes,774.57,319.39,455.18,0.32,204.83,No
3130,University,District-C,Sunny,17,2026-05-14 14:55:41,No,301.61,148.03,153.58,0.19,69.11,No
3131,University,District-E,Cloudy,18,2026-05-17 03:55:41,No,278.33,62.15,216.18,0.21,97.28,No
3132,Hospital,District-D,Cloudy,21,2026-05-26 03:55:41,No,528.84,291.25,237.59,0.37,106.92,No
3133,Hospital,District-A,Cloudy,19,2026-05-10 10:55:41,Yes,900.41,148.99,751.42,0.25,338.14,No
3134,Office,District-D,Sunny,18,2026-05-27 06:55:41,No,229.8,76.62,153.18,0.18,68.93,No
3135,Apartment,District-D,Windy,21,2026-05-12 15:55:41,No,21.31,0.29,21.02,0.2,9.46,No
3136,Apartment,District-E,Rainy,20,2026-05-12 19:55:41,Yes,42.46,13.29,29.17,0.38,13.13,No
3137,School,District-D,Sunny,45,2026-06-05 18:55:41,Yes,135.26,60.21,75.05,0.39,33.77,No
3138,House,District-C,Rainy,22,2026-05-12 04:55:41,No,42.38,0.01,42.37,0.19,19.07,No
3139,SolarFarm,District-C,Cloudy,25,2026-05-18 07:55:41,Yes,265.62,4900.07,0,0.2,0.0,No
3140,School,District-D,Rainy,38,2026-05-21 18:55:41,Yes,322.67,61.46,261.21,0.28,117.54,No
3141,Apartment,District-E,Sunny,43,2026-05-15 22:55:41,Yes,35.56,15.92,19.64,0.28,8.84,No
3142,Office,District-E,Sunny,38,2026-05-31 02:55:41,No,148.66,43.05,105.61,0.15,47.52,No
3143,Hospital,District-C,Sunny,38,2026-05-28 17:55:41,Yes,609.76,19.86,589.9,0.19,265.45,No
3144,Office,District-E,Rainy,44,2026-05-15 18:55:41,Yes,528.74,21.42,507.32,0.23,228.29,No
3145,Office,District-A,Cloudy,16,2026-05-20 11:55:41,No,170.82,51.62,119.2,0.23,53.64,No
3146,School,District-D,Windy,43,2026-05-13 18:55:41,Yes,166.12,49.64,116.48,0.19,52.42,No
3147,Factory,District-D,Windy,19,2026-05-13 03:55:41,No,1287.35,647.06,640.29,0.24,288.13,No
3148,Factory,District-A,Cloudy,42,2026-05-11 10:55:41,Yes,1463.3,380.0,1083.3,0.17,487.49,No
3149,Hospital,District-A,Rainy,41,2026-06-05 12:55:41,No,486.5,14.12,472.38,0.36,212.57,No
3150,University,District-D,Cloudy,15,2026-05-26 04:55:41,No,276.86,154.5,122.36,0.35,55.06,No
3151,House,District-D,Cloudy,45,2026-05-28 20:55:41,Yes,6.9,0.19,6.71,0.26,3.02,No
3152,School,District-E,Windy,23,2026-05-28 13:55:41,No,202.33,84.48,117.85,0.4,53.03,No
3153,Factory,District-B,Cloudy,33,2026-05-16 20:55:41,Yes,785.77,217.93,567.84,0.35,255.53,No
3154,School,District-D,Sunny,15,2026-05-29 22:55:41,Yes,354.66,211.14,143.52,0.38,64.58,No
3155,Factory,District-D,Rainy,43,2026-05-29 10:55:41,Yes,1149.17,270.08,879.09,0.19,395.59,No
3156,Apartment,District-C,Cloudy,36,2026-05-10 09:55:41,Yes,69.11,3.3,65.81,0.18,29.61,No
3157,Apartment,District-D,Sunny,35,2026-05-08 12:55:41,No,33.88,4.58,29.3,0.25,13.19,No
3158,Apartment,District-D,Windy,23,2026-06-03 17:55:41,Yes,96.8,14.4,82.4,0.27,37.08,No
3159,SolarFarm,District-A,Rainy,43,2026-05-28 14:55:41,No,430.52,2435.57,0,0.15,0.0,No
3160,SolarFarm,District-A,Sunny,36,2026-05-13 13:55:41,No,280.75,6052.91,0,0.31,0.0,No
3161,Office,District-A,Windy,30,2026-05-16 15:55:41,No,100.46,39.88,60.58,0.2,27.26,No
3162,House,District-B,Windy,42,2026-05-30 16:55:41,No,6.49,2.1,4.39,0.17,1.98,No
3163,Apartment,District-A,Rainy,41,2026-05-27 02:55:41,No,48.99,19.0,29.99,0.37,13.5,No
3164,Office,District-D,Windy,40,2026-05-10 08:55:41,Yes,304.46,53.33,251.13,0.15,113.01,No
3165,Hospital,District-A,Sunny,29,2026-05-13 10:55:41,Yes,901.75,339.31,562.44,0.17,253.1,No
3166,University,District-D,Sunny,41,2026-05-18 09:55:41,Yes,252.11,11.74,240.37,0.36,108.17,No
3167,Factory,District-D,Cloudy,24,2026-05-24 21:55:41,Yes,3028.92,1445.84,1583.08,0.38,712.39,No
3168,School,District-E,Rainy,17,2026-05-19 18:55:41,Yes,284.16,127.02,157.14,0.24,70.71,Yes
3169,School,District-A,Windy,22,2026-05-11 20:55:41,Yes,335.16,25.91,309.25,0.34,139.16,No
3170,Apartment,District-C,Rainy,23,2026-05-20 09:55:41,Yes,53.49,8.0,45.49,0.38,20.47,No
3171,Hospital,District-E,Cloudy,30,2026-06-02 20:55:41,Yes,723.97,139.59,584.38,0.32,262.97,No
3172,House,District-A,Cloudy,30,2026-05-15 06:55:41,No,29.29,17.29,12.0,0.22,5.4,No
3173,SolarFarm,District-A,Cloudy,37,2026-05-24 13:55:41,No,133.76,1215.11,0,0.39,0.0,No
3174,University,District-E,Rainy,40,2026-05-29 21:55:41,Yes,667.67,225.11,442.56,0.34,199.15,No
3175,House,District-D,Rainy,23,2026-05-16 10:55:41,Yes,28.46,10.53,17.93,0.22,8.07,No
3176,Office,District-C,Sunny,37,2026-05-24 07:55:41,Yes,216.49,68.26,148.23,0.27,66.7,No
3177,University,District-B,Rainy,39,2026-06-02 14:55:41,No,390.57,44.8,345.77,0.36,155.6,No
3178,Apartment,District-D,Windy,21,2026-06-03 07:55:41,Yes,31.51,15.15,16.36,0.22,7.36,No
3179,Hospital,District-D,Cloudy,31,2026-06-02 05:55:41,No,769.74,108.56,661.18,0.15,297.53,No
3180,SolarFarm,District-E,Sunny,36,2026-05-30 08:55:41,Yes,603.5,5183.68,0,0.22,0.0,No
3181,University,District-C,Rainy,21,2026-05-23 11:55:41,No,330.76,143.79,186.97,0.22,84.14,No
3182,Office,District-B,Sunny,31,2026-06-01 04:55:41,No,144.27,4.94,139.33,0.34,62.7,No
3183,School,District-E,Windy,41,2026-06-05 09:55:41,Yes,156.34,4.51,151.83,0.17,68.32,No
3184,University,District-E,Sunny,40,2026-05-30 14:55:41,No,392.64,132.48,260.16,0.32,117.07,No
3185,Apartment,District-E,Sunny,39,2026-05-18 18:55:41,Yes,49.7,21.09,28.61,0.18,12.87,No
3186,Hospital,District-B,Rainy,41,2026-05-11 22:55:41,Yes,1347.12,765.82,581.3,0.18,261.58,No
3187,Factory,District-A,Sunny,17,2026-05-10 18:55:41,Yes,732.01,158.34,573.67,0.16,258.15,No
3188,University,District-A,Cloudy,42,2026-05-19 01:55:41,No,365.06,81.61,283.45,0.2,127.55,No
3189,SolarFarm,District-E,Rainy,16,2026-06-03 10:55:41,Yes,330.17,1650.85,0,0.21,0.0,No
3190,Hospital,District-B,Cloudy,23,2026-05-11 21:55:41,Yes,626.46,97.32,529.14,0.33,238.11,No
3191,School,District-A,Cloudy,27,2026-05-11 11:55:41,No,193.2,105.1,88.1,0.27,39.64,No
3192,House,District-A,Cloudy,38,2026-05-19 19:55:41,Yes,40.25,14.82,25.43,0.37,11.44,No
3193,Office,District-D,Rainy,33,2026-05-11 01:55:41,No,314.44,55.56,258.88,0.18,116.5,No
3194,Hospital,District-E,Cloudy,20,2026-05-17 18:55:41,Yes,797.7,219.8,577.9,0.23,260.06,No
3195,Apartment,District-B,Sunny,27,2026-05-08 19:55:41,Yes,93.49,54.67,38.82,0.19,17.47,No
3196,Apartment,District-B,Windy,45,2026-06-04 15:55:41,No,20.97,4.85,16.12,0.39,7.25,No
3197,Factory,District-A,Windy,38,2026-05-28 11:55:41,No,2352.15,706.98,1645.17,0.15,740.33,No
3198,Apartment,District-D,Cloudy,20,2026-05-11 17:55:41,Yes,75.54,20.27,55.27,0.19,24.87,No
3199,Factory,District-A,Sunny,45,2026-06-06 09:55:41,Yes,1635.74,568.33,1067.41,0.25,480.33,No
3200,Factory,District-C,Cloudy,44,2026-05-26 01:55:41,No,2825.82,1079.0,1746.82,0.31,786.07,No
3201,SolarFarm,District-B,Sunny,30,2026-05-23 13:55:41,No,160.05,9778.98,0,0.24,0.0,No
3202,Apartment,District-C,Windy,41,2026-05-27 00:55:41,No,68.85,29.5,39.35,0.17,17.71,No
3203,Factory,District-C,Sunny,33,2026-06-04 09:55:41,Yes,3660.7,1894.51,1766.19,0.39,794.79,No
3204,Hospital,District-C,Cloudy,45,2026-06-04 17:55:41,Yes,1186.0,668.34,517.66,0.36,232.95,No
3205,SolarFarm,District-B,Sunny,15,2026-05-07 14:55:41,No,479.36,3537.37,0,0.25,0.0,No
3206,Factory,District-C,Windy,19,2026-05-31 03:55:41,No,2372.48,657.73,1714.75,0.27,771.64,No
3207,Office,District-E,Sunny,43,2026-05-10 10:55:41,Yes,494.86,77.82,417.04,0.32,187.67,No
3208,SolarFarm,District-B,Rainy,25,2026-05-31 18:55:41,Yes,253.98,1509.76,0,0.34,0.0,No
